,bbox,text,conf,time_s,current_frame
52,"[[107, 109], [147, 109], [147, 123], [107, 123]]",zlewis,0.9926687884107916,3.2,96
53,"[[237, 109], [293, 109], [293, 125], [237, 125]]",cLouding,0.7762313004770836,3.2,96
54,"[[83, 47], [163, 47], [163, 61], [83, 61]]",Ww fANTIM,0.32456271310001916,3.2333333333333334,97
55,"[[251, 47], [295, 47], [295, 63], [251, 63]]",darzyy,0.982405170435046,3.2333333333333334,97
56,"[[117, 77], [157, 77], [157, 91], [117, 91]]",zlewis,0.9611027509193544,3.2333333333333334,97
57,"[[247, 77], [293, 77], [293, 93], [247, 93]]",punkoo,0.6261981591844067,3.2333333333333334,97
58,"[[109, 109], [155, 109], [155, 123], [109, 123]]",packoo,0.5142458368378183,3.2333333333333334,97
59,"[[244, 106], [293, 106], [293, 124], [244, 124]]",NItaro,0.6951644451986453,3.2333333333333334,97
60,"[[105, 47], [163, 47], [163, 61], [105, 61]]",TANTAM,0.5619544350555427,3.2666666666666666,98
61,"[[251, 47], [295, 47], [295, 63], [251, 63]]",darzyy,0.9722292203345416,3.2666666666666666,98
62,"[[117, 79], [157, 79], [157, 91], [117, 91]]",zlewis,0.43692393749168673,3.2666666666666666,98
63,"[[247, 79], [293, 79], [293, 93], [247, 93]]",nabkoo,0.17675596476982175,3.2666666666666666,98
64,"[[109, 109], [155, 109], [155, 123], [109, 123]]",packoo,0.5030120530944526,3.2666666666666666,98
65,"[[245, 107], [293, 107], [293, 123], [245, 123]]",NItaro,0.6776079690944299,3.2666666666666666,98
66,"[[83, 45], [163, 45], [163, 61], [83, 61]]",WiNFANTIM,0.3520859048138661,3.3,99
67,"[[250, 45], [295, 45], [295, 63], [250, 63]]",darzyy,0.8448272399987823,3.3,99
68,"[[117, 77], [157, 77], [157, 91], [117, 91]]",dewis,0.5143761737802443,3.3,99
69,"[[245, 79], [293, 79], [293, 93], [245, 93]]",nabkoo,0.4159263087551211,3.3,99
70,"[[83, 45], [163, 45], [163, 61], [83, 61]]",WiTANTIM,0.21353669385464655,3.3333333333333335,100
71,"[[250, 46], [293, 46], [293, 63], [250, 63]]",darzyy,0.6889006697586464,3.3333333333333335,100
72,"[[83, 45], [163, 45], [163, 61], [83, 61]]",WiN TANTIM,0.14514078970107316,3.3666666666666667,101
73,"[[251.4929798734366, 45.13806578484223], [292.9767443431719, 49.78559270515739], [291.5070201265634, 63.86193421515777], [250.02325565682813, 59.21440729484261]]",dariy,0.19391978153616413,3.3666666666666667,101
74,"[[105, 47], [163, 47], [163, 61], [105, 61]]",TAntIM,0.14504711599784456,3.4,102
75,"[[250, 45], [295, 45], [295, 63], [250, 63]]",darzyy,0.8975827170560773,3.4,102
76,"[[237, 45], [295, 45], [295, 61], [237, 61]]",TANTIM,0.6151161612158434,3.433333333333333,103
77,"[[85, 47], [125, 47], [125, 61], [85, 61]]",zlewis,0.8367495132060636,3.466666666666667,104
78,"[[237, 45], [295, 45], [295, 61], [237, 61]]",TANTIM,0.33425005267011476,3.466666666666667,104
79,"[[85, 47], [125, 47], [125, 61], [85, 61]]",zlewis,0.7120911388744511,3.5,105
80,"[[237, 47], [295, 47], [295, 61], [237, 61]]",TANTIM,0.765656613911746,3.5,105
81,"[[93, 155], [143, 155], [143, 171], [93, 171]]",100*,0.9160375595092773,4.866666666666666,146
82,"[[139, 47], [179, 47], [179, 61], [139, 61]]",dowb,0.18296070396900177,5.833333333333333,175
83,"[[257, 47], [293, 47], [293, 61], [257, 61]]",uckoo,0.2834687125761378,5.833333333333333,175
84,"[[75, 49], [125, 49], [125, 61], [75, 61]]",cosiob,0.7654021468968156,5.866666666666666,176
85,"[[215, 45], [295, 45], [295, 61], [215, 61]]",Ww fANTIM,0.7119905290969258,5.866666666666666,176
86,"[[139, 77], [179, 77], [179, 91], [139, 91]]",zlewis,0.8716986510366352,5.866666666666666,176
87,"[[246, 75], [293, 75], [293, 93], [246, 93]]",packoo,0.9846411920877399,5.866666666666666,176
88,"[[73, 47], [125, 47], [125, 61], [73, 61]]",cosmob,0.8648086993969462,5.9,177
89,"[[215, 45], [295, 45], [295, 61], [215, 61]]",Ww fANTIM,0.5239322369440068,5.9,177
90,"[[139, 77], [179, 77], [179, 91], [139, 91]]",zlewwis,0.45281585138255526,5.9,177
91,"[[246, 75], [293, 75], [293, 93], [246, 93]]",packoo,0.7232981908924667,5.9,177
92,"[[75, 49], [125, 49], [125, 61], [75, 61]]",cosiob,0.7571606273944708,5.933333333333334,178
93,"[[215, 45], [293, 45], [293, 61], [215, 61]]",Ww fANTIM,0.7054798510732286,5.933333333333334,178
94,"[[139, 79], [179, 79], [179, 91], [139, 91]]",ziewis,0.7052730218558984,5.933333333333334,178
95,"[[247, 79], [293, 79], [293, 93], [247, 93]]",packoo,0.4632635537304684,5.933333333333334,178
96,"[[105, 47], [155, 47], [155, 63], [105, 63]]",Jumper,0.9996869142459686,6.066666666666666,182
97,"[[245, 47], [293, 47], [293, 61], [245, 61]]",Nitaro,0.7181038506588238,6.066666666666666,182
98,"[[105, 47], [155, 47], [155, 63], [105, 63]]",Jumper,0.9997444909727973,6.1,183
99,"[[245, 47], [293, 47], [293, 61], [245, 61]]",Nitaro,0.7207742624219251,6.1,183
